lemma,upos,lexical_class
теоретический,ADJ,general
теория,NOUN,general
теперь,ADV,general
теплица,NOUN,general
тепло,ADV,everyday
тепло,NOUN,general
тепловой,ADJ,general
теплоход,NOUN,general
терапевт,NOUN,general
терапия,NOUN,specialized
тереть,VERB,everyday
терешков,PROPN,specialized
термин,NOUN,general
терминал,NOUN,everyday
терминология,NOUN,everyday
термометр,NOUN,everyday
термос,NOUN,everyday
терпеливо,ADV,everyday
терпеливый,ADJ,everyday
терпение,NOUN,general
терпеть,VERB,everyday
терпкий,ADJ,everyday
террариум,NOUN,everyday
территория,NOUN,general
терять,VERB,general
теряться,VERB,specialized
тесно,ADV,general
тесноватый,ADJ,everyday
тесный,ADJ,general
тест,NOUN,everyday
тестирование,NOUN,general
тесто,NOUN,general
тесть,NOUN,everyday
тетрадь,NOUN,general
техас,PROPN,general
техника,NOUN,general
техникум,NOUN,specialized
технически,ADV,everyday
технический,ADJ,general
технологический,ADJ,specialized
технология,NOUN,general
техподдержка,NOUN,general
течение,NOUN,general
течь,VERB,everyday
тибет,PROPN,specialized
тибетский,ADJ,specialized
тигр,NOUN,everyday
тикать,VERB,everyday
тимя,PROPN,specialized
тип,NOUN,general
типичный,ADJ,general
типовой,ADJ,general
типографика,NOUN,specialized
типографский,ADJ,specialized
тираж,NOUN,specialized
титан,NOUN,everyday
титр,NOUN,everyday
тихий,ADJ,general
тихий,ADV,general
тихо,ADJ,general
тихо,ADV,everyday
тихоня,NOUN,everyday
тишина,NOUN,everyday
ткань,NOUN,general
тлеть,VERB,everyday
то,PART,general
то,PRON,general
то,SCONJ,general
товар,NOUN,general
товарищество,PROPN,specialized
товарный,ADJ,everyday
тогда,ADV,general
тогдашний,ADJ,specialized
тоже,PART,general
ток,NOUN,general
токарев,PROPN,everyday
токио,PROPN,general
толк,NOUN,everyday
толком,ADV,everyday
толпа,NOUN,general
толстой,PROPN,general
толстый,ADJ,general
толчок,NOUN,everyday
толщина,NOUN,everyday
только,CCONJ,general
только,PART,general
томатный,ADJ,everyday
томсон,PROPN,specialized
тон,NOUN,general
тоненький,ADJ,everyday
тонер,NOUN,general
тонкий,ADJ,general
тонуть,VERB,general
топить,VERB,everyday
топливо,NOUN,general
торги,NOUN,general
торговать,VERB,everyday
торговец,NOUN,specialized
торговля,NOUN,general
торговый,ADJ,general
торжественный,ADJ,general
тормоз,NOUN,general
тормозить,VERB,general
торопиться,VERB,general
торт,NOUN,general
торфяной,ADJ,specialized
тост,NOUN,everyday
тот,DET,general
точка,NOUN,general
точно,ADV,general
точность,NOUN,specialized
точный,ADJ,general
тошнить,VERB,general
трава,NOUN,everyday
травма,NOUN,general
травматический,ADJ,specialized
травмпункт,NOUN,everyday
травяной,ADJ,everyday
трагедия,NOUN,general
трагический,ADJ,specialized
традиционно,ADV,general
традиционный,ADJ,general
традиция,NOUN,general
трактовка,NOUN,specialized
трамвай,NOUN,everyday
трансграничный,ADJ,specialized
трансжир,NOUN,everyday
транслировать,VERB,specialized
трансляция,NOUN,general
транспорт,NOUN,general
транспортировка,NOUN,everyday
транспортный,ADJ,everyday
транссибирский,ADJ,specialized
трансформатор,NOUN,specialized
трансформаторный,ADJ,specialized
трап,NOUN,everyday
трапеция,NOUN,everyday
трасса,NOUN,general
трата,NOUN,general
тратить,VERB,general
требование,NOUN,general
требовательный,ADJ,everyday
требовать,VERB,general
требоваться,VERB,general
требуемый,ADJ,specialized
тревога,NOUN,general
тревожность,NOUN,general
тревожный,ADJ,general
трезво,ADV,specialized
трек,NOUN,everyday
тренажёр,NOUN,general
тренд,NOUN,everyday
тренер,NOUN,general
трение,NOUN,general
тренироваться,VERB,general
тренировка,NOUN,general
тренировочный,ADJ,specialized
трепать,VERB,everyday
треснуть,VERB,everyday
третий,ADJ,general
треть,NOUN,everyday
третьяковка,PROPN,everyday
третьяковский,ADJ,specialized
третьяковский,PROPN,everyday
треугольник,NOUN,everyday
треугольный,ADJ,specialized
трещина,NOUN,general
три,NUM,general
трибуна,NOUN,everyday
тридцатиградусный,ADJ,everyday
тридцатый,ADJ,general
тридцать,NUM,general
триллион,NOUN,specialized
тринадцатый,ADJ,specialized
тринадцать,NUM,general
триста,NUM,general
трогать,VERB,general
трое,NUM,general
троица,NOUN,specialized
троице-сергиевый,ADJ,everyday
трой,PROPN,specialized
тройка,NOUN,general
тройной,ADJ,general
тропа,NOUN,everyday
тропинка,NOUN,everyday
тротуар,NOUN,specialized
троянский,ADJ,specialized
труба,NOUN,everyday
трубка,NOUN,general
труд,NOUN,general
труднообратимый,ADJ,everyday
трудность,NOUN,general
трудный,ADJ,general
трудовой,ADJ,general
трюк,NOUN,everyday
тряска,NOUN,everyday
трёхмерный,ADJ,specialized
трёхсотлетие,NOUN,specialized
туалет,NOUN,everyday
туалетный,ADJ,everyday
туго,ADV,everyday
туда,ADV,general
тула,PROPN,everyday
туман,NOUN,everyday
тумбочка,NOUN,everyday
тундра,NOUN,everyday
тупо,ADV,general
тур,NOUN,everyday
турагентство,NOUN,everyday
турбина,NOUN,specialized
тургенев,PROPN,everyday
туризм,NOUN,general
турист,NOUN,general
туристический,ADJ,everyday
турка,NOUN,everyday
турнир,NOUN,general
турция,PROPN,general
тут,ADV,general
туфля,NOUN,everyday
тушиться,VERB,specialized
тушёнка,NOUN,everyday
тщательно,ADV,general
ты,PRON,general
тыкаться,VERB,everyday
тысяча,NOUN,general
тысячелетие,NOUN,specialized
тюльпан,NOUN,everyday
тяга,NOUN,general
тяготение,NOUN,specialized
тяготеть,VERB,general
тяжело,ADV,general
тяжесть,NOUN,general
тяжёлый,ADJ,general
тянуть,VERB,general
тянуться,VERB,general
тёмно-синий,ADJ,everyday
тёмный,ADJ,everyday
тёплый,ADJ,everyday
тёрка,NOUN,everyday
тётя,NOUN,everyday
тёща,NOUN,everyday
у,ADP,general
убавлять,VERB,everyday
убегать,VERB,everyday
убедительно,ADV,specialized
убедительный,ADJ,specialized
убедить,VERB,general
убеждать,VERB,everyday
убеждение,NOUN,general
убежище,NOUN,general
убивать,VERB,everyday
убийство,NOUN,general
убийца,NOUN,everyday
убирать,VERB,everyday
убираться,VERB,everyday
убор,NOUN,everyday
уборка,NOUN,general
убрать,VERB,general
уважаемый,ADJ,everyday
уважать,VERB,general
уважение,NOUN,everyday
уведомить,VERB,general
уведомление,NOUN,everyday
увезти,VERB,everyday
увеличение,NOUN,everyday
увеличивать,VERB,general
увеличиваться,VERB,everyday
увеличить,VERB,general
увеличиться,VERB,everyday
уверенно,ADV,general
уверенность,NOUN,general
уверенный,ADJ,everyday
увертюра,NOUN,specialized
увидеть,VERB,everyday
увлекаться,VERB,everyday
увлечение,NOUN,everyday
увлечь,VERB,general
увлечься,VERB,general
увозить,VERB,general
уволиться,VERB,general
увольнение,NOUN,general
увы,ADV,everyday
